187,-744
186,-614
185,-395
185,-376
184,-206
183,-165
182,278
182,329
182,330
182,323
184,-277
185,-363
185,-432
186,-638
186,-592
181,493
180,687
180,570
182,324
184,-332
186,-617
184,-353
185,-374
185,-419
185,-429
184,-320
181,381
181,458
181,403
182,206
182,248
185,-373
184,-311
186,-554
187,-790
186,-573
180,618
180,623
181,428
181,367
185,-377
185,-394
185,-401
185,-410
185,-531
185,-517
182,265
180,541
180,664
181,437
183,-151
184,-212
185,-416
185,-487
185,-495
184,-341
184,-228
181,505
182,343
183,170
183,146
183,-129
184,-218
185,-480
185,-518
184,-346
184,-183
182,249
182,276
182,295
183,156
182,314
182,327
184,-235
186,-581
185,-531
184,-225
184,-217
182,225
183,126
183,139
181,451
182,214
185,-400
185,-453
185,-373
184,-267
182,214
184,-289
184,-183
183,125
182,291
182,304
184,-299
186,-561
185,-399
182,182
182,181
183,133
183,150
183,170
184,-206
184,-211
184,-190
184,-278
184,-261
183,140
183,-100
184,-204
183,-172
183,65
183,-149
183,-136
185,-360
185,-481
182,267
182,272
182,334
184,-217
185,-397
185,-383
184,-199
182,281
182,303
184,-247
183,-176
184,-218
184,-259
183,176
184,-197
183,-151
183,170
184,-323
184,-183
183,-164
183,166
183,179
183,-143
184,-230
184,-342
184,-288
183,-168
182,254
182,205
182,239
183,173
183,-85
184,-247
184,-195
184,-275
184,-275
183,-154
182,202
183,-125
183,131
183,115
183,169
183,-134
185,-382
185,-376
184,-324
184,-200
183,132
182,257
183,175
183,70
183,-123
183,-121
184,-318
184,-352
184,-257
183,-116
183,149
183,88
182,203
183,125
183,76
183,-96
184,-196
185,-407
185,-378
183,144
184,-209
182,244
183,163
183,-118
183,-102
183,-93
183,-130
184,-313
184,-271
183,-134
183,-161
183,77
182,199
182,252
183,-120
183,-177
183,-147
184,-202
184,-206
184,-210
184,-243
183,-177
183,159
182,308
182,215
183,-160
183,-130
184,-268
184,-278
183,128
184,-260
184,-227
184,-225
182,262
182,189
183,78
183,130
184,-201
184,-279
185,-380
184,-312
184,-343
182,320
181,426
182,349
183,-133
184,-274
184,-271
184,-286
184,-194
184,-214
184,-216
183,-125
183,-107
182,294
182,196
183,158
184,-182
184,-251
184,-255
184,-217
183,-179
183,-130
182,257
182,276
183,152
183,-157
184,-192
183,-88
183,-143
184,-233
184,-253
184,-216
183,175
183,164
183,146
184,-284
184,-263
183,-134
183,141
183,-122
183,-144
183,-175
183,-80
183,-109
183,107
183,94
183,108
183,-121
183,-168
184,-204
183,-119
183,-94
183,133
184,-255
184,-287
184,-267
184,-201
182,216
182,242
182,186
184,-184
184,-202
184,-184
183,-155
183,-165
183,-119
183,-82
183,93
182,199
183,155
183,-112
183,80
184,-221
184,-327
184,-258
184,-229
183,-105
182,278
182,275
183,140
184,-244
183,-156
183,-105
183,-97
183,-153
184,-258
184,-234
183,-71
182,266
182,232
183,98
183,-176
184,-201
183,-177
183,-159
184,-185
183,-63
183,-73
183,92
183,-171
183,-153
183,66
183,165
183,-91
183,-141
184,-203
184,-202
183,150
183,138
183,-76
183,-57
183,-163
183,-161
183,-117
183,-103
183,-128
184,-241
184,-238
183,-72
183,-59
183,150
183,110
183,-119
183,-60
184,-226
184,-198
183,-119
183,-98
183,111
183,130
183,-105
183,-145
183,-78
183,-117
184,-238
184,-323
184,-289
183,177
182,201
183,156
183,140
183,-115
183,-120
183,-158
184,-291
184,-242
183,-65
183,70
183,97
184,-187
183,-168
182,189
183,59
183,-139
184,-348
185,-368
184,-322
183,123
182,244
182,213
183,106
183,-105
183,-101
183,-129
183,-113
183,-179
184,-247
183,-122
183,-101
183,58
183,75
183,54
183,-71
183,-56
183,-148
184,-197
184,-204
183,79
183,41
183,-80
183,-74
183,-109
183,107
183,126
183,-99
184,-199
183,-129
183,-115
183,41
183,-80
183,-69
183,-140
183,-130
183,-70
183,-63
183,-118
183,-96
183,125
183,-102
183,-151
183,-121
183,-151
183,-71
183,-43
183,-87
183,-106
183,-111
183,49
183,63
183,-56
183,-124
183,-153
183,-151
183,-133
183,-135
183,101
183,80
183,79
183,68
183,-95
183,-139
183,-91
183,-64
183,-160
183,-171
183,-178
183,-87
183,124
183,106
183,85
184,-185
183,-177
184,-183
183,-157
183,-98
183,38
183,74
183,93
183,129
183,-88
183,-127
183,-127
183,-165
183,-165
184,-200
183,-88
183,109
183,126
183,88
183,-90
183,-88
183,-155
184,-187
184,-220
184,-188
183,-86
183,80
183,100
183,118
183,47
183,-79
183,-117
183,-113
184,-185
183,-178
183,-125
183,86
183,63
183,-44
183,77
183,65
183,-77
183,-152
184,-190
184,-187
183,-160
183,121
183,120
183,74
183,-36
183,-119
183,-95
183,-84
183,-53
183,-118
183,-161
183,-153
183,-108
183,-72
183,62
183,61
183,80
183,-118
183,-162
183,-151
183,-90
183,-103
183,-28
183,-36
183,-106
183,-138
183,-59
183,44
183,69
183,-82
183,-140
183,-153
183,-126
183,-39
183,-41
183,-102
183,-111
183,-64
183,-54
183,-49
183,-55
183,-79
183,-57
183,-115
183,-126
183,-160
183,-160
183,42
183,27
183,-43
183,-54
183,49
183,-81
183,-84
183,-101
183,-139
183,-140
183,-138
183,-46
183,-49
183,116
183,117
183,-53
183,-92
183,-100
183,-146
183,-167
183,-163
183,-105
183,62
183,103
183,103
183,121
183,-114
183,-161
184,-253
184,-242
183,-99
183,104
183,100
183,61
183,53
183,91
183,66
183,-141
183,-172
184,-243
184,-280
183,-134
183,81
183,83
183,84
183,72
183,-104
183,-137
184,-185
183,-164
183,-105
183,-83
183,70
183,35
183,61
183,56
183,47
183,-131
184,-220
184,-209
183,-126
183,44
183,57
183,-33
183,-20
183,-59
183,-40
183,-102
183,-117
183,-176
183,-143
183,-45
183,-41
183,47
183,54
183,45
183,-132
183,-124
183,-172
184,-184
183,70
183,33
183,-74
183,-72
183,-55
183,-61
183,-49
183,-74
183,-141
183,-125
183,-150
183,-42
183,51
183,-28
183,-77
183,-58
183,-75
183,-145
183,-105
183,-90
183,-91
183,-51
183,-80
183,-94
183,-55
183,58
183,56
183,-50
183,-141
183,-158
183,-98
183,-92
183,-42
183,-43
183,-52
183,-69
183,-62
183,-52
183,-79
183,-46
183,-74
183,-46
183,-53
183,-58
183,-116
183,-84
183,-47
183,12
183,-68
183,-110
183,-82
183,-57
183,-34
183,-25
183,-63
183,-66
183,-68
183,-71
183,-136
183,-126
183,-83
183,101
183,114
183,-83
183,-154
183,-163
183,-144
183,-82
183,-66
183,-84
183,-55
183,30
183,20
183,37
183,-108
183,-109
183,-89
183,-94
183,-113
183,-136
183,-46
183,51
183,71
183,44
183,-97
183,-130
183,-114
183,-96
183,-67
183,-85
183,-52
183,63
183,37
183,-53
183,-80
183,-77
183,-91
183,-66
183,-98
183,-102
183,-63
183,86
183,76
183,-69
183,-159
183,-157
183,-125
183,-132
183,-33
183,-60
183,37
183,35
183,39
183,-77
183,-103
183,-113
183,-97
183,-73
183,-69
183,-63
183,-54
183,54
183,54
183,-76
183,-91
183,-136
183,-114
183,-87
183,-79
183,-87
183,-39
183,44
183,25
183,-38
183,-107
183,-97
183,-83
183,-77
183,-102
183,-85
183,-13
183,-17
183,23
183,-37
183,-114
183,-97
183,-56
183,-88
183,-98
183,-104
183,-54
183,-24
183,26
183,-48
183,-87
183,-108
183,-74
183,-55
183,-62
183,-70
183,-39
183,-34
183,-38
183,-82
183,-48
183,-62
183,-66
183,-87
183,-99
183,-104
183,-38
183,68
183,62
183,-93
183,-136
183,-107
183,-82
183,-41
183,-51
183,-34
183,-45
183,-21
183,-31
183,-75
183,-83
183,-63
183,-61
183,-89
183,-82
183,-48
183,-26
183,24
183,-53
183,-65
183,-89
183,-85
183,-51
183,-61
183,-49
183,-67
183,-43
183,-53
183,-38
183,-53
183,-59
183,-75
183,-61
183,-61
183,-71
183,-82
183,-20
183,-60
183,-49
183,21
183,-44
183,-67
183,-60
183,-87
183,-79
183,-63
183,-16
183,-33
183,-69
183,-66
183,-115
183,-96
183,-41
183,23
183,-64
183,-86
183,-70
183,-73
183,-42
183,-20
183,-46
183,-73
183,-77
183,-56
183,-81
183,-60
183,31
183,-41
183,-72
183,-101
183,-112
183,-65
183,-44
183,-47
183,-68
183,-65
183,-53
183,13
183,-30
183,-46
183,-82
183,-90
183,-65
183,-49
183,-46
183,-27
183,-36
183,-30
183,-42
183,-91
183,-81
183,-53
183,-65
183,-63
183,-70
183,-49
183,-21
183,25
183,-64
183,-87
183,-77
183,-70
183,-47
183,-45
183,-46
183,-30
183,-32
183,-51
183,-71
183,-66
183,-69
183,-58
183,-44
183,-59
183,-56
183,16
183,17
183,-57
183,-77
183,-90
183,-84
183,-58
183,-35
183,-28
183,-46
183,-44
183,-41
183,-53
183,-71
183,-78
183,-74
183,-74
183,-24
183,-30
183,-42
183,-46
183,-43
183,-57
183,-58
183,-51
183,-60
183,-45
183,-27
183,-60
183,-84
183,-59
183,-62
183,-28
183,-34
183,-48
183,-67
183,-55
183,-51
183,-32
183,-58
183,-71
183,-57
183,-27
183,-35
183,-34
183,-60
183,-73
183,-72
183,-30
183,-62
183,-55
frame In 16 Out 16
Elapsed time is 10.7468 seconds
